beta,gama,rx,ry
1.545989,2.100895,0.277651,0.386577
0.158144,0.171183,0.050564,0.318919
1.855101,1.721246,0.296038,0.518709
0.857796,0.658506,0.094224,0.481584
1.883525,1.437200,0.315796,0.585768
0.893384,1.663146,0.190958,0.309355
1.410168,2.883275,0.420685,0.302172
1.598512,0.690861,0.309864,0.684309
2.136299,1.990877,0.355202,0.498802
1.419406,2.303143,0.305218,0.338202
1.316187,2.580829,0.358908,0.303612
1.586105,0.777860,0.290107,0.667109
1.574429,2.808857,0.404075,0.313048
1.327891,1.209332,0.179294,0.512657
0.993130,0.005523,0.193061,0.653207
0.503786,0.430978,0.057940,0.397959
1.838274,2.465831,0.349477,0.371133
1.140861,0.724978,0.148502,0.563594
0.298895,0.322676,0.052176,0.342253
1.079552,2.136333,0.273924,0.299087
0.971061,0.787402,0.111289,0.493518
2.404189,1.889228,0.424856,0.542303
1.892930,2.003663,0.309427,0.463415
0.916406,0.864719,0.104884,0.457814
1.332899,0.827290,0.195074,0.598541
0.704299,0.626936,0.075840,0.432447
1.851645,0.654149,0.429594,0.715479
1.520683,2.405059,0.325741,0.340975
2.199495,1.589215,0.399281,0.590315
1.017390,0.403817,0.142139,0.591060
0.828456,0.927383,0.098559,0.414415
1.105741,1.828894,0.216958,0.338036
2.076664,2.051379,0.343704,0.478869
1.695986,2.333917,0.321570,0.373719
1.591883,0.616318,0.321205,0.695073
2.242661,1.936859,0.380960,0.521253
1.735119,0.546640,0.400113,0.720039
1.612297,1.492169,0.241419,0.521638
2.331708,2.260198,0.390236,0.459686
1.355805,0.175625,0.308001,0.714019
0.918121,1.108237,0.118530,0.408219
1.501665,0.073267,0.400856,0.739716
1.874688,0.952074,0.378128,0.677797
1.732009,2.869682,0.417032,0.318232
2.042071,2.746234,0.401214,0.348409
1.287846,1.989889,0.247034,0.354416
1.799446,2.550728,0.360701,0.355453
2.293311,2.217948,0.383715,0.465619
1.423901,1.915222,0.243592,0.394160
1.314327,0.411318,0.243696,0.673495
2.180980,2.309913,0.368207,0.436245
1.785116,1.980138,0.291405,0.450878
0.417253,0.132225,0.051561,0.425154
1.803421,2.312367,0.326383,0.391250
0.698483,0.301689,0.078473,0.498622
1.488366,0.030730,0.405242,0.740516
1.427985,0.929761,0.215706,0.601936
0.166035,0.200956,0.051811,0.316137
1.174368,1.441904,0.168903,0.420202
1.518229,2.820521,0.406696,0.309319
1.635196,1.225377,0.256085,0.586373
1.908860,2.617033,0.375627,0.356461
1.584390,1.966062,0.264565,0.417225
1.438333,2.268529,0.299177,0.344980
1.659310,2.827557,0.408073,0.316941
1.507915,1.951686,0.255477,0.404767
1.205506,2.069984,0.259817,0.328364
2.118939,2.869488,0.422345,0.336360
1.609685,1.799403,0.252693,0.454747
1.393064,2.012482,0.255142,0.371947
1.765023,2.909757,0.424797,0.316805
0.429994,0.753959,0.081458,0.309417
2.405252,2.706149,0.416700,0.375930
2.415121,2.301151,0.403934,0.457068
1.504545,2.146805,0.281385,0.372039
1.414077,2.329611,0.309529,0.334340
2.101010,2.162781,0.350048,0.457972
1.594051,0.780325,0.292847,0.668237
1.116799,1.240994,0.146274,0.443838
0.602429,0.122954,0.073637,0.498899
1.884208,2.820313,0.408962,0.330151
1.194555,2.747030,0.396508,0.290346
1.119742,1.859338,0.222095,0.336768
1.510674,0.575607,0.294412,0.687767
1.675566,2.772048,0.397509,0.321886
1.736267,1.715844,0.270872,0.498055
0.649760,1.302312,0.142212,0.292228
0.526598,1.050978,0.112998,0.292191
1.941100,1.289605,0.350040,0.624477
0.976950,1.248511,0.135544,0.399335
0.819265,1.372886,0.146371,0.330401
2.338979,2.795331,0.421081,0.357072
1.254698,0.127201,0.274382,0.700740
1.006087,1.178218,0.130827,0.422343
0.976545,1.196516,0.130009,0.409306
2.259269,2.401918,0.382641,0.424606
1.024842,0.430681,0.141506,0.588335
2.078396,1.152928,0.423587,0.660576
1.628569,2.953565,0.433774,0.309511
2.055900,2.111390,0.341330,0.463476
1.035991,1.697692,0.195081,0.339644
2.257897,1.514185,0.428168,0.607579
1.658089,0.687554,0.336278,0.693976
1.335613,0.236165,0.286940,0.703488
1.579585,2.168106,0.289524,0.381513
1.322685,2.069843,0.261572,0.350345
2.351647,2.327164,0.394082,0.447514
1.304203,2.053655,0.258441,0.349173
1.675472,2.221906,0.304060,0.388029
1.299220,0.852548,0.183060,0.583780
2.088294,2.831705,0.416143,0.339955
1.968303,1.045145,0.399630,0.670910
1.681789,0.961084,0.299992,0.650374
1.268276,1.580838,0.191838,0.418173
1.127044,1.173170,0.144111,0.461209
0.471379,0.204566,0.054574,0.431812
1.032939,2.006678,0.250271,0.302312
0.750507,1.203403,0.124384,0.337064
0.453548,0.382025,0.054799,0.388854
1.200131,2.744764,0.396039,0.290884
1.918047,1.753058,0.309931,0.521648
1.915751,1.734865,0.309716,0.525308
1.259713,1.110152,0.164615,0.515119
1.318555,1.931255,0.239222,0.369460
0.779983,1.429846,0.156055,0.310855
2.176813,1.418210,0.415137,0.620874
1.442127,1.417276,0.204842,0.497645
1.062746,0.471082,0.148248,0.592429
1.823516,2.801637,0.404474,0.328375
1.477487,0.360229,0.323202,0.712431
0.191119,0.067573,0.046046,0.350933
0.121706,0.169946,0.052510,0.305477
2.265218,1.716135,0.404751,0.569449
2.285226,2.517988,0.392770,0.404067
1.242085,0.959445,0.163152,0.543319
2.208314,2.903266,0.429970,0.335294
1.422692,0.439400,0.282681,0.692202
1.494822,2.029830,0.264027,0.388898
2.557011,2.898577,0.440813,0.347451
2.206687,1.997537,0.369983,0.504802
1.757110,1.268738,0.290908,0.600821
1.694345,0.254888,0.449649,0.740272
1.730250,1.507737,0.269653,0.542900
1.274067,1.654408,0.199796,0.406203
2.367055,1.931385,0.411471,0.531714
1.044453,0.111021,0.192738,0.651788
0.392642,0.657402,0.073748,0.313680
0.584644,0.290296,0.063270,0.457841
2.274316,2.685123,0.405725,0.372506
2.345164,2.190126,0.393495,0.475668
0.774242,0.070315,0.114298,0.572424
1.470487,1.833681,0.238129,0.418612
0.908675,1.819525,0.219369,0.294982
2.054430,2.024058,0.338863,0.481871
0.720068,0.025249,0.106462,0.561540
1.954743,2.069425,0.322782,0.459135
1.374275,1.211296,0.188792,0.525330
2.580563,2.712522,0.429953,0.382867
1.645380,2.861303,0.414329,0.314359
1.692619,1.738438,0.263008,0.484604
1.445854,2.762508,0.394915,0.307025
1.453614,0.234268,0.339462,0.722703
1.312725,2.782690,0.401023,0.297934
0.874130,0.908918,0.101562,0.433888
0.607092,0.909978,0.091885,0.341990
1.037433,1.401188,0.154273,0.388807
0.679261,1.216573,0.128049,0.313423
0.839971,1.372530,0.146379,0.336367
1.368005,2.065001,0.262262,0.359740
1.240506,1.248264,0.163944,0.479061
0.737981,0.077481,0.104849,0.558233
1.579702,0.263365,0.392500,0.733893
1.239762,2.546121,0.353508,0.297269
1.089349,1.387484,0.156927,0.406329
2.260822,1.472564,0.435787,0.615106
2.510377,2.712371,0.424646,0.379941
2.551959,2.279914,0.427811,0.468964
0.741691,1.331067,0.142271,0.314380
0.504836,0.221035,0.056528,0.441141
1.806058,1.806742,0.286817,0.491065
1.419281,0.165085,0.339285,0.724657
1.761751,2.176746,0.306024,0.409188
1.994980,1.952769,0.326664,0.489367
1.204321,0.165803,0.244496,0.684812
1.834366,1.290057,0.314295,0.609751
2.096515,2.555845,0.379849,0.381771
1.468247,2.095934,0.272093,0.373529
0.882739,1.154018,0.120946,0.387707
1.321438,0.285863,0.269845,0.694219
1.520009,2.414200,0.327035,0.339643
2.548819,2.927566,0.442672,0.342337
0.941229,0.851130,0.107188,0.469352
0.897293,0.155318,0.137238,0.598752
1.324621,1.988823,0.248375,0.362001
1.974105,2.218784,0.334576,0.431205
1.044654,1.885942,0.227122,0.317241
0.887778,1.116749,0.117292,0.396733
2.393649,1.746465,0.438283,0.569818
